Drug1	Drug2
DB01609	DB01227
DB01609	DB06802
DB01609	DB00497
DB01609	DB06209
DB01609	DB00938
DB01609	DB06287
DB01609	DB00031
DB01609	DB01268
DB01609	DB06717
DB01609	DB01418
DB01609	DB06695
DB01609	DB01114
DB01609	DB00215
DB01609	DB01195
DB01609	DB00762
DB01609	DB00361
DB01609	DB08816
DB01260	DB00554
DB01260	DB00900
DB01260	DB00244
DB01260	DB01505
DB01260	DB00047
DB01260	DB01609
DB01260	DB01276
DB01260	DB01306
DB01260	DB00046
DB01260	DB01307
DB01260	DB01309
DB01628	DB00945
DB01628	DB00554
DB01628	DB00553
DB01628	DB00563
DB01628	DB00091
DB01628	DB00335
DB01628	DB00887
DB01628	DB01197
DB01628	DB00695
DB01628	DB00999
DB01628	DB00808
DB01628	DB00722
DB01628	DB00214
DB01628	DB00519
DB01628	DB00384
DB01628	DB00177
DB01628	DB00959
DB01628	DB01203
DB01628	DB00421
DB01628	DB00960
DB01628	DB00727
DB01628	DB01029
DB01628	DB00796
DB01628	DB00966
DB01628	DB01021
DB01628	DB00843
DB01628	DB01097
DB01628	DB00758
DB01628	DB00814
DB01628	DB00700
DB01628	DB00460
DB01628	DB00476
DB01628	DB02925
DB01628	DB00761
DB01628	DB00612
DB01628	DB01609
DB01283	DB00945
DB01283	DB00554
DB01283	DB00553
DB01283	DB00563
DB01283	DB00091
DB01283	DB00335
DB01283	DB00887
DB01283	DB01197
DB01283	DB00695
DB01283	DB00999
DB01283	DB00808
DB01283	DB00722
DB01283	DB00214
DB01283	DB00519
DB01283	DB00384
DB01283	DB00177
DB01283	DB00959
DB01283	DB01203
DB01283	DB00421
DB01283	DB00960
DB01283	DB00727
DB01283	DB01029
DB01283	DB00796
DB01283	DB00966
DB01283	DB01021
DB01283	DB00843
DB01283	DB01097
DB01283	DB00758
DB01283	DB00814
DB01283	DB00700
DB01283	DB00460
DB01283	DB00476
DB01283	DB02925
DB01283	DB00761
DB01283	DB00612
DB01283	DB01609
DB01037	DB00114
DB01037	DB01235
DB01037	DB01045
DB01037	DB01211
DB01037	DB01167
DB01037	DB01174
DB01037	DB00252
DB01037	DB00413
DB01037	DB00370
DB01037	DB00494
DB01037	DB01128
DB01037	DB00349
DB01037	DB01072
DB01037	DB00340
DB01037	DB00289
DB01037	DB01609
DB01037	DB01259
DB01037	DB05271
DB01037	DB06717
DB03395	DB00761
DB01576	DB00652
DB00514	DB01235
DB00514	DB01045
DB00514	DB01211
DB00514	DB01174
DB00514	DB00252
DB00514	DB00482
DB00514	DB01128
DB00514	DB00349
DB00514	DB01072
DB00514	DB01609
DB00514	DB01259
DB00514	DB06717
DB00881	DB00945
DB00881	DB00788
DB00881	DB00605
DB00881	DB01050
DB00881	DB00554
DB00881	DB01009
DB00881	DB00328
DB00881	DB00091
DB00881	DB00695
DB00881	DB00999
DB00881	DB00214
DB00881	DB00384
DB00881	DB00421
DB00881	DB00727
DB00881	DB00883
DB00881	DB00482
DB00881	DB00796
DB00881	DB00966
DB00881	DB01020
DB00881	DB01021
DB00881	DB00814
DB00881	DB06715
DB00881	DB00700
DB00881	DB02925
DB00881	DB06725
DB00881	DB00761
DB00881	DB00230
DB00881	DB06287
DB00790	DB00945
DB00790	DB00788
DB00790	DB00605
DB00790	DB01050
DB00790	DB00554
DB00790	DB01009
DB00790	DB00328
DB00790	DB00091
DB00790	DB00695
DB00790	DB00999
DB00790	DB00214
DB00790	DB00384
DB00790	DB00421
DB00790	DB00727
DB00790	DB00883
DB00790	DB00482
DB00790	DB00796
DB00790	DB00966
DB00790	DB01020
DB00790	DB01021
DB00790	DB00814
DB00790	DB06715
DB00790	DB00700
DB00790	DB02925
DB00790	DB06725
DB00790	DB00761
DB00790	DB00230
DB00790	DB06287
DB00266	DB00741
DB00266	DB00446
DB00266	DB00945
DB00266	DB00040
DB00266	DB00788
DB00266	DB01050
DB00266	DB00554
DB00266	DB00822
DB00266	DB01009
DB00266	DB01022
DB00266	DB00784
DB00266	DB00770
DB00266	DB00779
DB00266	DB01045
DB00266	DB00316
DB00266	DB00414
DB00266	DB00437
DB00266	DB00443
DB00266	DB00564
DB00266	DB00672
DB00266	DB01211
DB00266	DB00618
DB00266	DB01234
DB00266	DB00501
DB00266	DB00975
DB00266	DB00749
DB00266	DB00712
DB00266	DB01016
DB00266	DB00951
DB00266	DB01124
DB00266	DB00620
DB00266	DB00763
DB00266	DB00959
DB00266	DB06710
DB00266	DB00549
DB00266	DB00461
DB00266	DB00641
DB00266	DB00795
DB00266	DB01165
DB00266	DB00860
DB00266	DB01174
DB00266	DB00252
DB00266	DB01351
DB00266	DB00550
DB00266	DB01039
DB00266	DB01398
DB00266	DB00482
DB00266	DB00582
DB00266	DB00222
DB00266	DB00754
DB00266	DB00758
DB00266	DB08804
DB00266	DB01420
DB00266	DB01128
DB00266	DB00675
DB00266	DB00814
DB00266	DB01380
DB00266	DB00560
DB00266	DB00731
DB00266	DB01393
DB00266	DB01551
DB00266	DB01120
DB00266	DB00569
DB00266	DB06725
DB00266	DB01166
DB00266	DB01098
DB00266	DB00973
DB00266	DB00820
DB00266	DB00203
DB00266	DB00009
DB00266	DB00047
DB00266	DB01609
DB00266	DB01276
DB00266	DB01306
DB00266	DB00046
DB00266	DB01307
DB00266	DB01309
DB00266	DB06802
DB01501	DB01117
DB01126	DB00446
DB01126	DB00199
DB01126	DB00091
DB01126	DB00537
DB01126	DB01059
DB01126	DB01045
DB01126	DB00404
DB01126	DB01211
DB01126	DB00501
DB01126	DB00196
DB01126	DB00951
DB01126	DB01167
DB01126	DB01026
DB01126	DB00744
DB01126	DB00863
DB01126	DB00503
DB01126	DB01232
DB01126	DB01174
DB01126	DB00252
DB01126	DB00977
DB01126	DB00582
DB01126	DB00834
DB01126	DB00472
DB01126	DB01110
DB01126	DB00701
DB01126	DB01217
DB01126	DB01128
DB01126	DB00976
DB01126	DB01321
DB01126	DB00872
DB01126	DB00349
DB01126	DB01072
DB01126	DB01361
DB01126	DB00619
DB01126	DB01166
DB01126	DB00661
DB01126	DB01263
DB01126	DB01118
DB01126	DB01264
DB01126	DB01609
DB01126	DB01259
DB01126	DB06717
DB01126	DB05521
DB01126	DB08816
DB00989	DB03128
DB00989	DB01019
DB00989	DB00545
DB00989	DB00202
DB00989	DB01122
DB00989	DB00677
DB00989	DB00572
DB00989	DB00747
DB00989	DB00981
DB00989	DB00517
DB00989	DB00477
DB00989	DB00809
DB00989	DB01062
DB00989	DB00545
DB00989	DB00411
DB00989	DB00772
DB00989	DB00986
DB00989	DB01036
DB00989	DB00185
DB00989	DB00944
DB00989	DB00843
DB00989	DB00462
DB00989	DB00810
DB00989	DB00209
DB00989	DB00392
DB00989	DB00496
DB00989	DB00340
DB00989	DB00725
DB00989	DB01057
DB00989	DB00989
DB00989	DB00674
DB00954	DB00783
DB00954	DB00091
DB00954	DB00316
DB00954	DB00564
DB00954	DB01234
DB00954	DB00615
DB00954	DB00238
DB00954	DB00860
DB00954	DB01229
DB00954	DB00353
DB00954	DB01380
DB00954	DB00248
DB00954	DB04942
DB00954	DB01166
DB00954	DB01098
DB00954	DB00216
DB00954	DB00317
DB00954	DB01169
DB00954	DB01049
DB00954	DB06287
DB00954	DB01268
DB00841	DB00668
DB00841	DB00543
DB00841	DB00335
DB00841	DB00887
DB00841	DB00363
DB00841	DB00390
DB00841	DB00695
DB00841	DB00999
DB00841	DB00808
DB00841	DB00951
DB00841	DB00579
DB00841	DB00277
DB00841	DB00214
DB00841	DB00235
DB00841	DB01168
DB00841	DB00960
DB00841	DB00727
DB00841	DB00883
DB00841	DB01020
DB00841	DB01021
DB00841	DB00601
DB00841	DB00814
DB00841	DB01078
DB00841	DB02925
DB00841	DB00561
DB00841	DB00289
DB00841	DB00184
DB00997	DB00773
DB00997	DB00502
DB00997	DB00987
DB00997	DB00305
DB00997	DB01045
DB00997	DB00970
DB00997	DB00564
DB00997	DB00515
DB00997	DB00531
DB00997	DB00851
DB00997	DB01099
DB00997	DB01005
DB00997	DB01181
DB00997	DB01167
DB00997	DB00495
DB00997	DB00734
DB00997	DB01229
DB00997	DB00683
DB00997	DB00544
DB00997	DB00185
DB00997	DB01238
DB00997	DB00650
DB00997	DB00958
DB00997	DB00309
DB00997	DB00526
DB00997	DB01073
DB00997	DB00289
DB00997	DB00047
DB00997	DB01259
DB00997	DB01306
DB00997	DB00046
DB00997	DB01307
DB00997	DB01309
DB01395	DB00177
DB01395	DB00421
DB01395	DB00700
DB01395	DB00761
DB01127	DB00755
DB01127	DB01050
DB01127	DB00091
DB01127	DB01045
DB01127	DB00564
DB01127	DB00672
DB01127	DB00363
DB01127	DB01234
DB01127	DB00927
DB01127	DB00712
DB01127	DB01016
DB01127	DB01124
DB01127	DB00615
DB01127	DB01229
DB01127	DB00683
DB01127	DB01100
DB01127	DB00370
DB01127	DB00222
DB01127	DB00353
DB01127	DB00758
DB01127	DB01006
DB01127	DB04942
DB01127	DB00619
DB01127	DB00309
DB01127	DB01166
DB01127	DB01098
DB01127	DB00216
DB01127	DB00317
DB01127	DB01169
DB01127	DB01049
DB01127	DB06287
DB01127	DB01268
DB04880	DB00727
DB04880	DB00883
DB04880	DB01020
DB04880	DB00814
DB00442	DB00783
DB00442	DB00683
DB00442	DB00300
DB00442	DB01049
DB01259	DB00624
DB01259	DB00741
DB01259	DB00446
DB01259	DB00783
DB01259	DB00773
DB01259	DB00554
DB01259	DB00502
DB01259	DB00199
DB01259	DB00987
DB01259	DB00091
DB01259	DB00537
DB01259	DB01426
DB01259	DB00305
DB01259	DB01059
DB01259	DB01045
DB01259	DB00970
DB01259	DB00316
DB01259	DB00404
DB01259	DB00543
DB01259	DB00637
DB01259	DB01222
DB01259	DB00564
DB01259	DB01136
DB01259	DB00604
DB01259	DB00515
DB01259	DB01211
DB01259	DB00363
DB01259	DB00531
DB01259	DB00851
DB01259	DB01234
DB01259	DB00829
DB01259	DB00501
DB01259	DB01396
DB01259	DB00390
DB01259	DB00280
DB01259	DB00470
DB01259	DB00467
DB01259	DB01215
DB01259	DB01023
DB01259	DB00813
DB01259	DB01216
DB01259	DB00196
DB01259	DB01099
DB01259	DB01016
DB01259	DB01005
DB01259	DB01181
DB01259	DB00951
DB01259	DB01167
DB01259	DB01026
DB01259	DB00448
DB01259	DB00281
DB01259	DB00227
DB01259	DB00455
DB01259	DB00231
DB01259	DB00897
DB01259	DB00347
DB01259	DB00197
DB01259	DB00313
DB01259	DB00959
DB01259	DB00744
DB01259	DB00863
DB01259	DB00615
DB01259	DB00734
DB01259	DB00503
DB01259	DB01232
DB01259	DB00641
DB01259	DB00238
DB01259	DB01115
DB01259	DB00393
DB01259	DB01165
DB01259	DB00338
DB01259	DB00904
DB01259	DB01589
DB01259	DB01058
DB01259	DB01229
DB01259	DB01174
DB01259	DB00252
DB01259	DB00342
DB01259	DB00201
DB01259	DB00962
DB01259	DB00776
DB01259	DB00273
DB01259	DB00909
DB01259	DB00593
DB01259	DB01159
DB01259	DB01028
DB01259	DB01236
DB01259	DB00683
DB01259	DB00977
DB01259	DB01100
DB01259	DB00370
DB01259	DB01394
DB01259	DB00582
DB01259	DB00544
DB01259	DB00834
DB01259	DB01208
DB01259	DB00250
DB01259	DB00912
DB01259	DB00401
DB01259	DB01054
DB01259	DB01158
DB01259	DB01036
DB01259	DB00204
DB01259	DB00308
DB01259	DB00185
DB01259	DB00843
DB01259	DB00353
DB01259	DB01097
DB01259	DB00877
DB01259	DB00758
DB01259	DB00472
DB01259	DB01110
DB01259	DB00701
DB01259	DB00625
DB01259	DB01217
DB01259	DB01128
DB01259	DB00990
DB01259	DB01006
DB01259	DB00675
DB01259	DB00814
DB01259	DB00248
DB01259	DB06727
DB01259	DB00976
DB01259	DB00731
DB01259	DB00700
DB01259	DB01238
DB01259	DB00650
DB01259	DB00559
DB01259	DB01321
DB01259	DB00872
DB01259	DB01558
DB01259	DB00349
DB01259	DB08811
DB01259	DB01072
DB01259	DB01545
DB01259	DB01361
DB01259	DB01429
DB01259	DB00958
DB01259	DB01198
DB01259	DB04942
DB01259	DB00619
DB01259	DB01410
DB01259	DB00588
DB01259	DB00778
DB01259	DB01184
DB01259	DB00309
DB01259	DB00526
DB01259	DB00745
DB01259	DB01166
DB01259	DB01073
DB01259	DB06712
DB01259	DB00216
DB01259	DB00317
DB01259	DB00736
DB01259	DB00820
DB01259	DB00203
DB01259	DB01049
DB01259	DB00661
DB01259	DB01104
DB01259	DB00715
DB01259	DB00857
DB01259	DB01263
DB01259	DB00444
DB01259	DB01118
DB01259	DB01200
DB01259	DB01258
DB01259	DB00047
DB01259	DB01264
DB01259	DB01254
DB01259	DB01609
DB01259	DB01037
DB01259	DB00514
DB01259	DB01126
DB01259	DB00997
DB01259	DB01259
DB01259	DB01306
DB01259	DB00046
DB01259	DB01307
DB01259	DB01309
DB01259	DB01227
DB01259	DB00680
DB01259	DB00497
DB01259	DB00213
DB01259	DB00938
DB01259	DB06287
DB01259	DB01056
DB01259	DB01268
DB01259	DB06717
DB01259	DB06695
DB01259	DB01114
DB01259	DB00215
DB01259	DB01195
DB01259	DB00762
DB01259	DB00361
DB01259	DB05521
DB01259	DB08816
DB01259	DB05039
DB00876	DB00605
DB00876	DB00554
DB00876	DB01009
DB00876	DB00328
DB00876	DB00091
DB00876	DB00390
DB00876	DB00695
DB00876	DB00384
DB00876	DB00421
DB00876	DB00727
DB00876	DB00883
DB00876	DB00482
DB00876	DB01020
DB00876	DB00814
DB00876	DB06715
DB00876	DB00700
DB00876	DB00761
DB01196	DB00773
DB01196	DB00987
DB01196	DB00305
DB01196	DB01045
DB01196	DB00970
DB01196	DB00564
DB01196	DB00515
DB01196	DB00531
DB01196	DB00851
DB01196	DB01099
DB01196	DB01005
DB01196	DB01181
DB01196	DB01167
DB01196	DB01229
DB01196	DB00683
DB01196	DB00544
DB01196	DB00650
DB01196	DB00958
DB01196	DB00309
DB01196	DB00526
DB01196	DB01073
DB01196	DB00047
DB01196	DB01306
DB01196	DB00046
DB01196	DB01307
DB01196	DB01309
DB01546	DB01235
DB01546	DB00368
DB01546	DB00668
DB01546	DB00206
DB01546	DB00284
DB01546	DB00414
DB01546	DB00404
DB01546	DB00543
DB01546	DB00564
DB01546	DB00475
DB01546	DB00672
DB01546	DB01068
DB01546	DB00363
DB01546	DB00829
DB01546	DB00450
DB01546	DB01215
DB01546	DB00813
DB01546	DB01016
DB01546	DB00186
DB01546	DB00579
DB01546	DB01124
DB01546	DB00897
DB01546	DB00423
DB01546	DB00315
DB01546	DB00669
DB01546	DB01589
DB01546	DB00794
DB01546	DB01174
DB01546	DB00985
DB01546	DB00201
DB01546	DB01595
DB01546	DB00683
DB01546	DB00370
DB01546	DB00222
DB01546	DB00912
DB01546	DB00491
DB01546	DB00283
DB01546	DB00953
DB01546	DB00628
DB01546	DB01230
DB01546	DB00728
DB01546	DB00356
DB01546	DB00601
DB01546	DB00731
DB01546	DB00392
DB01546	DB01146
DB01546	DB00476
DB01546	DB01544
DB01546	DB01558
DB01546	DB00349
DB01546	DB01553
DB01546	DB06262
DB01546	DB01545
DB01546	DB01563
DB01546	DB01071
DB01546	DB01567
DB01546	DB01551
DB01546	DB01120
DB01546	DB04878
DB01546	DB01476
DB01546	DB00427
DB01546	DB00745
DB01546	DB01252
DB01546	DB00340
DB01546	DB00561
DB01546	DB00484
DB01546	DB00289
DB01546	DB00047
DB01546	DB01276
DB01546	DB01306
DB01546	DB00046
DB01546	DB01307
DB01546	DB01309
DB01276	DB00627
DB01276	DB00684
DB01276	DB00741
DB01276	DB00668
DB01276	DB00936
DB01276	DB00446
DB01276	DB00945
DB01276	DB00605
DB01276	DB00199
DB01276	DB00233
DB01276	DB04573
DB01276	DB00759
DB01276	DB00646
DB01276	DB00681
DB01276	DB00415
DB01276	DB00400
DB01276	DB01045
DB01276	DB00284
DB01276	DB00414
DB01276	DB00335
DB01276	DB00355
DB01276	DB00443
DB01276	DB01222
DB01276	DB01136
DB01276	DB00833
DB01276	DB01140
DB01276	DB00671
DB01276	DB01330
DB01276	DB00567
DB01276	DB00672
DB01276	DB01211
DB01276	DB00636
DB01276	DB00618
DB01276	DB01234
DB01276	DB00280
DB01276	DB01047
DB01276	DB00846
DB01276	DB00695
DB01276	DB01067
DB01276	DB01016
DB01276	DB00999
DB01276	DB00808
DB01276	DB00951
DB01276	DB00227
DB01276	DB00579
DB01276	DB00839
DB01276	DB01124
DB01276	DB00214
DB01276	DB00620
DB01276	DB00197
DB01276	DB00959
DB01276	DB00615
DB01276	DB01203
DB01276	DB00641
DB01276	DB00319
DB01276	DB00860
DB01276	DB01032
DB01276	DB00252
DB01276	DB00960
DB01276	DB00977
DB01276	DB01398
DB01276	DB00222
DB01276	DB00912
DB01276	DB04830
DB01276	DB00412
DB01276	DB00491
DB01276	DB01021
DB01276	DB00394
DB01276	DB00535
DB01276	DB00814
DB01276	DB01380
DB01276	DB00781
DB01276	DB00976
DB01276	DB00731
DB01276	DB01321
DB01276	DB01013
DB01276	DB00223
DB01276	DB01000
DB01276	DB00324
DB01276	DB00288
DB01276	DB00663
DB01276	DB01120
DB01276	DB01066
DB01276	DB02925
DB01276	DB04878
DB01276	DB00588
DB01276	DB00778
DB01276	DB00267
DB01276	DB00229
DB01276	DB00240
DB01276	DB00591
DB01276	DB01252
DB01276	DB00430
DB01276	DB01098
DB01276	DB01111
DB01276	DB06149
DB01276	DB00583
DB01276	DB00760
DB01276	DB01301
DB01276	DB00838
DB01276	DB02383
DB01276	DB01193
DB01276	DB00612
DB01276	DB00264
DB01276	DB01214
DB01276	DB01251
DB01276	DB01141
DB01276	DB04818
DB01276	DB01247
DB01276	DB00047
DB01276	DB01260
DB01276	DB00266
DB01276	DB01546
DB01276	DB01276
DB01276	DB01306
DB01276	DB00046
DB01276	DB01307
DB01276	DB01309
DB01276	DB00331
DB01276	DB04861
DB01276	DB01297
DB01276	DB01278
DB01276	DB06655
DB01276	DB01418
DB01276	DB08807
DB01276	DB08808
DB00301	DB00316
DB00301	DB01032
DB00301	DB00977
DB00301	DB00345
DB00301	DB01169
DB00828	DB00316
DB00828	DB01169
DB06716	DB01235
DB06716	DB00684
DB06716	DB00206
DB06716	DB00335
DB06716	DB00181
DB06716	DB00813
DB06716	DB01203
DB06716	DB00850
DB06716	DB00960
DB06716	DB00985
DB06716	DB00818
DB06716	DB00683
DB06716	DB01100
DB06716	DB00728
DB06716	DB00781
DB06716	DB01238
DB06716	DB00391
DB06716	DB01544
DB06716	DB01558
DB06716	DB01071
DB06716	DB01198
DB06716	DB01551
DB06716	DB01608
DB06716	DB01547
DB06716	DB00484
DB02703	DB00316
DB02703	DB01169
DB00674	DB01167
DB00674	DB00545
DB00674	DB00185
DB00674	DB00843
DB00674	DB00989
DB00889	DB01045
DB00889	DB00390
DB00889	DB01078
DB00629	DB00668
DB00629	DB00543
DB00629	DB00335
DB00629	DB00363
DB00629	DB00390
DB00629	DB00951
DB00629	DB00277
DB00629	DB01168
DB00629	DB00960
DB00629	DB01236
DB00629	DB00601
DB00629	DB01078
DB00629	DB00561
DB00629	DB00184
DB00941	DB00684
DB00941	DB00813
DB00941	DB01189
DB00941	DB00083
DB00941	DB00781
DB00941	DB00653
DB00941	DB01198
DB00941	DB00761
DB00941	DB00042
DB01306	DB00627
DB01306	DB00655
DB01306	DB00741
DB01306	DB00755
DB01306	DB00668
DB01306	DB00936
DB01306	DB00446
DB01306	DB00783
DB01306	DB00945
DB01306	DB00040
DB01306	DB00605
DB01306	DB00773
DB01306	DB00563
DB01306	DB01285
DB01306	DB00552
DB01306	DB00233
DB01306	DB00987
DB01306	DB04573
DB01306	DB00305
DB01306	DB01045
DB01306	DB00970
DB01306	DB00284
DB01306	DB00414
DB01306	DB00543
DB01306	DB00335
DB01306	DB00443
DB01306	DB01222
DB01306	DB01008
DB01306	DB00262
DB01306	DB01136
DB01306	DB00291
DB01306	DB00269
DB01306	DB00672
DB01306	DB00515
DB01306	DB00636
DB01306	DB01284
DB01306	DB00531
DB01306	DB00851
DB01306	DB01406
DB01306	DB01234
DB01306	DB01119
DB01306	DB00280
DB01306	DB01047
DB01306	DB00846
DB01306	DB00695
DB01306	DB01067
DB01306	DB01016
DB01306	DB00999
DB01306	DB01005
DB01306	DB01181
DB01306	DB00808
DB01306	DB00951
DB01306	DB01206
DB01306	DB00579
DB01306	DB01042
DB01306	DB00839
DB01306	DB01124
DB01306	DB00214
DB01306	DB00620
DB01306	DB00726
DB01306	DB00197
DB01306	DB00959
DB01306	DB00648
DB01306	DB01203
DB01306	DB00104
DB01306	DB00795
DB01306	DB00621
DB01306	DB00236
DB01306	DB06810
DB01306	DB00860
DB01306	DB01032
DB01306	DB01168
DB01306	DB01229
DB01306	DB00252
DB01306	DB00960
DB01306	DB00880
DB01306	DB00977
DB01306	DB01398
DB01306	DB00482
DB01306	DB00255
DB01306	DB01299
DB01306	DB04572
DB01306	DB00544
DB01306	DB00222
DB01306	DB00912
DB01306	DB04830
DB01306	DB00412
DB01306	DB00491
DB01306	DB00436
DB01306	DB00774
DB01306	DB00232
DB01306	DB01324
DB01306	DB01021
DB01306	DB00394
DB01306	DB00890
DB01306	DB08804
DB01306	DB00984
DB01306	DB00814
DB01306	DB01380
DB01306	DB00293
DB01306	DB00731
DB01306	DB01101
DB01306	DB00606
DB01306	DB01013
DB01306	DB00223
DB01306	DB00958
DB01306	DB01393
DB01306	DB00324
DB01306	DB00242
DB01306	DB00288
DB01306	DB00619
DB01306	DB00663
DB01306	DB01120
DB01306	DB02925
DB01306	DB04878
DB01306	DB00588
DB01306	DB00309
DB01306	DB00526
DB01306	DB00240
DB01306	DB00591
DB01306	DB01252
DB01306	DB01073
DB01306	DB00317
DB01306	DB01169
DB01306	DB00583
DB01306	DB00838
DB01306	DB00276
DB01306	DB02383
DB01306	DB01193
DB01306	DB00612
DB01306	DB00264
DB01306	DB00441
DB01306	DB01214
DB01306	DB01251
DB01306	DB04818
DB01306	DB01247
DB01306	DB00444
DB01306	DB00261
DB01306	DB00928
DB01306	DB00047
DB01306	DB01254
DB01306	DB01262
DB01306	DB01260
DB01306	DB00266
DB01306	DB00997
DB01306	DB01259
DB01306	DB01196
DB01306	DB01546
DB01306	DB01276
DB01306	DB01306
DB01306	DB00046
DB01306	DB01307
DB01306	DB01309
DB01306	DB04845
DB01306	DB01033
DB01306	DB00331
DB01306	DB04861
DB01306	DB01280
DB01306	DB01297
DB01306	DB01278
DB01306	DB00428
DB01306	DB06287
DB01306	DB01268
DB01306	DB06655
DB01306	DB01418
DB01306	DB08807
DB01306	DB08808
DB01306	DB00762
DB01306	DB00361
DB00046	DB00627
DB00046	DB00655
DB00046	DB00741
DB00046	DB00755
DB00046	DB00668
DB00046	DB00936
DB00046	DB00446
DB00046	DB00783
DB00046	DB00945
DB00046	DB00040
DB00046	DB00605
DB00046	DB00773
DB00046	DB00563
DB00046	DB01285
DB00046	DB00552
DB00046	DB00233
DB00046	DB00987
DB00046	DB04573
DB00046	DB00305
DB00046	DB01045
DB00046	DB00970
DB00046	DB00284
DB00046	DB00414
DB00046	DB00543
DB00046	DB00335
DB00046	DB00443
DB00046	DB01222
DB00046	DB01008
DB00046	DB00262
DB00046	DB01136
DB00046	DB00291
DB00046	DB00269
DB00046	DB00672
DB00046	DB00515
DB00046	DB00636
DB00046	DB01284
DB00046	DB00531
DB00046	DB00851
DB00046	DB01406
DB00046	DB01234
DB00046	DB01119
DB00046	DB00280
DB00046	DB01047
DB00046	DB00846
DB00046	DB00695
DB00046	DB01067
DB00046	DB01016
DB00046	DB00999
DB00046	DB01005
DB00046	DB01181
DB00046	DB00808
DB00046	DB00951
DB00046	DB01206
DB00046	DB00579
DB00046	DB01042
DB00046	DB00839
DB00046	DB01124
DB00046	DB00214
DB00046	DB00620
DB00046	DB00726
DB00046	DB00197
DB00046	DB00959
DB00046	DB00648
DB00046	DB01203
DB00046	DB00104
DB00046	DB00795
DB00046	DB00621
DB00046	DB00236
DB00046	DB06810
DB00046	DB00860
DB00046	DB01032
DB00046	DB01168
DB00046	DB01229
DB00046	DB00252
DB00046	DB00960
DB00046	DB00880
DB00046	DB00977
DB00046	DB01398
DB00046	DB00482
DB00046	DB00255
DB00046	DB01299
DB00046	DB04572
DB00046	DB00544
DB00046	DB00222
DB00046	DB00912
DB00046	DB04830
DB00046	DB00412
DB00046	DB00491
DB00046	DB00436
DB00046	DB00774
DB00046	DB00232
DB00046	DB01324
DB00046	DB01021
DB00046	DB00394
DB00046	DB00890
DB00046	DB08804
DB00046	DB00984
DB00046	DB00814
DB00046	DB01380
DB00046	DB00293
DB00046	DB00731
DB00046	DB01101
DB00046	DB00606
DB00046	DB01013
DB00046	DB00223
DB00046	DB00958
DB00046	DB01393
DB00046	DB00324
DB00046	DB00242
DB00046	DB00288
DB00046	DB00619
DB00046	DB00663
DB00046	DB01120
DB00046	DB02925
DB00046	DB04878
DB00046	DB00588
DB00046	DB00309
DB00046	DB00526
DB00046	DB00240
DB00046	DB00591
DB00046	DB01252
DB00046	DB01073
DB00046	DB00317
DB00046	DB01169
DB00046	DB00583
DB00046	DB00838
DB00046	DB00276
DB00046	DB02383
DB00046	DB01193
DB00046	DB00612
DB00046	DB00264
DB00046	DB00441
DB00046	DB01214
DB00046	DB01251
DB00046	DB04818
DB00046	DB01247
DB00046	DB00444
DB00046	DB00261
DB00046	DB00928
DB00046	DB00047
DB00046	DB01254
DB00046	DB01262
DB00046	DB01260
DB00046	DB00266
DB00046	DB00997
DB00046	DB01259
DB00046	DB01196
DB00046	DB01546
DB00046	DB01276
DB00046	DB01306
DB00046	DB00046
DB00046	DB01307
DB00046	DB01309
DB00046	DB04845
DB00046	DB01033
DB00046	DB00331
DB00046	DB04861
DB00046	DB01280
DB00046	DB01297
DB00046	DB01278
DB00046	DB00428
DB00046	DB06287
DB00046	DB01268
DB00046	DB06655
DB00046	DB01418
DB00046	DB08807
DB00046	DB08808
DB00046	DB00762
DB00046	DB00361
DB01307	DB00627
DB01307	DB00655
DB01307	DB00741
DB01307	DB00755
DB01307	DB00668
DB01307	DB00936
DB01307	DB00446
DB01307	DB00783
DB01307	DB00945
DB01307	DB00040
DB01307	DB00605
DB01307	DB00773
DB01307	DB00563
DB01307	DB01285
DB01307	DB00552
DB01307	DB00233
DB01307	DB00987
DB01307	DB04573
DB01307	DB00305
DB01307	DB01045
DB01307	DB00970
DB01307	DB00284
DB01307	DB00414
DB01307	DB00543
DB01307	DB00335
DB01307	DB00443
DB01307	DB01222
DB01307	DB01008
DB01307	DB00262
DB01307	DB01136
DB01307	DB00291
DB01307	DB00269
DB01307	DB00672
DB01307	DB00515
DB01307	DB00636
DB01307	DB01284
DB01307	DB00531
DB01307	DB00851
DB01307	DB01406
DB01307	DB01234
DB01307	DB01119
DB01307	DB00280
DB01307	DB01047
DB01307	DB00846
DB01307	DB00695
DB01307	DB01067
DB01307	DB01016
DB01307	DB00999
DB01307	DB01005
DB01307	DB01181
DB01307	DB00808
DB01307	DB00951
DB01307	DB01206
DB01307	DB00579
DB01307	DB01042
DB01307	DB00839
DB01307	DB01124
DB01307	DB00214
DB01307	DB00620
DB01307	DB00726
DB01307	DB00197
DB01307	DB00959
DB01307	DB00648
DB01307	DB01203
DB01307	DB00104
DB01307	DB00795
DB01307	DB00621
DB01307	DB00236
DB01307	DB06810
DB01307	DB00860
DB01307	DB01032
DB01307	DB01168
DB01307	DB01229
DB01307	DB00252
DB01307	DB00960
DB01307	DB00880
DB01307	DB00977
DB01307	DB01398
DB01307	DB00482
DB01307	DB00255
DB01307	DB01299
DB01307	DB04572
DB01307	DB00544
DB01307	DB00222
DB01307	DB00912
DB01307	DB04830
DB01307	DB00412
DB01307	DB00491
DB01307	DB00436
