Drug1	Drug2
DB01171	DB00182
DB00182	DB01171
DB00182	DB01174
DB01174	DB00182
DB00182	DB01176
DB01176	DB00182
DB01178	DB00182
DB00182	DB01178
DB01192	DB00182
DB00182	DB01192
DB01193	DB00182
DB00182	DB01193
DB01194	DB00182
DB00182	DB01194
DB00182	DB01223
DB01223	DB00182
DB00182	DB01224
DB01224	DB00182
DB01238	DB00182
DB00182	DB01238
DB01239	DB00182
DB00182	DB01239
DB01242	DB00182
DB00182	DB01242
DB01247	DB00182
DB00182	DB01247
DB01255	DB00182
DB00182	DB01255
DB00182	DB01267
DB01267	DB00182
DB00182	DB01274
DB01274	DB00182
DB00182	DB01288
DB01288	DB00182
DB00182	DB01291
DB01291	DB00182
DB01356	DB00182
DB00182	DB01356
DB00182	DB01364
DB01364	DB00182
DB01365	DB00182
DB00182	DB01365
DB01367	DB00182
DB00182	DB01367
DB01377	DB00182
DB00182	DB01377
DB00182	DB01390
DB01390	DB00182
DB01403	DB00182
DB00182	DB01403
DB00182	DB01407
DB01407	DB00182
DB00182	DB01463
DB01463	DB00182
DB01551	DB00182
DB00182	DB01551
DB00182	DB01556
DB01556	DB00182
DB00182	DB01576
DB01576	DB00182
DB01577	DB00182
DB00182	DB01577
DB00182	DB01579
DB01579	DB00182
DB01614	DB00182
DB00182	DB01614
DB01618	DB00182
DB00182	DB01618
DB00182	DB01620
DB01620	DB00182
DB00182	DB01623
DB01623	DB00182
DB01624	DB00182
DB00182	DB01624
DB00182	DB04837
DB04837	DB00182
DB00182	DB04842
DB04842	DB00182
DB00182	DB04946
DB04946	DB00182
DB00182	DB05039
DB05039	DB00182
DB06144	DB00182
DB00182	DB06144
DB00182	DB06153
DB06153	DB00182
DB00182	DB06204
DB06204	DB00182
DB00182	DB06216
DB06216	DB00182
DB00182	DB06282
DB06282	DB00182
DB00182	DB06288
DB06288	DB00182
DB06413	DB00182
DB00182	DB06413
DB00182	DB06701
DB06701	DB00182
DB00182	DB06704
DB06704	DB00182
DB06706	DB00182
DB00182	DB06706
DB06707	DB00182
DB00182	DB06707
DB06711	DB00182
DB00182	DB06711
DB00182	DB06714
DB06714	DB00182
DB06723	DB00182
DB00182	DB06723
DB00182	DB06724
DB06724	DB00182
DB00182	DB06767
DB06767	DB00182
DB00182	DB06799
DB06799	DB00182
DB06808	DB00182
DB00182	DB06808
DB00182	DB08815
DB08815	DB00182
DB08824	DB00182
DB00182	DB08824
DB09009	DB00182
DB00182	DB09009
DB09042	DB00182
DB00182	DB09042
DB09080	DB00182
DB00182	DB09080
DB09082	DB00182
DB00182	DB09082
DB09104	DB00182
DB00182	DB09104
DB00182	DB09128
DB09128	DB00182
DB09273	DB00182
DB00182	DB09273
DB00182	DB09294
DB09294	DB00182
DB00182	DB09555
DB09555	DB00182
DB00182	DB11124
DB11124	DB00182
DB00312	DB00184
DB00184	DB00312
DB00184	DB00418
DB00418	DB00184
DB00501	DB00184
DB00184	DB00501
DB00553	DB00184
DB00184	DB00553
DB00640	DB00184
DB00184	DB00640
DB00752	DB00184
DB00184	DB00752
DB00822	DB00184
DB00184	DB00822
DB00184	DB00951
DB00951	DB00184
DB01006	DB00184
DB00184	DB01006
DB01026	DB00184
DB00184	DB01026
DB01045	DB00184
DB00184	DB01045
DB01118	DB00184
DB00184	DB01118
DB00184	DB01174
DB01174	DB00184
DB00184	DB01273
DB01273	DB00184
DB00184	DB01351
DB01351	DB00184
DB00184	DB04839
DB04839	DB00184
DB00184	DB06789
DB06789	DB00184
DB00185	DB00382
DB00382	DB00185
DB01203	DB00185
DB00185	DB01203
DB00185	DB09271
DB09271	DB00185
DB00186	DB00190
DB00190	DB00186
DB00193	DB00186
DB00186	DB00193
DB00201	DB00186
DB00186	DB00201
DB00186	DB00206
DB00206	DB00186
DB00215	DB00186
DB00186	DB00215
DB00230	DB00186
DB00186	DB00230
DB00186	DB00231
DB00231	DB00186
DB00186	DB00237
DB00237	DB00186
DB00186	DB00241
DB00241	DB00186
DB00246	DB00186
DB00186	DB00246
DB00186	DB00252
DB00252	DB00186
DB00186	DB00268
DB00268	DB00186
DB00273	DB00186
DB00186	DB00273
DB00277	DB00186
DB00186	DB00277
DB00283	DB00186
DB00186	DB00283
DB00186	DB00295
DB00295	DB00186
DB00186	DB00312
DB00312	DB00186
DB00186	DB00313
DB00313	DB00186
DB00186	DB00316
DB00316	DB00186
DB00318	DB00186
DB00186	DB00318
DB00321	DB00186
DB00186	DB00321
DB00323	DB00186
DB00186	DB00323
DB00186	DB00327
DB00327	DB00186
DB00186	DB00333
DB00333	DB00186
DB00186	DB00334
DB00334	DB00186
DB00186	DB00341
DB00341	DB00186
DB00186	DB00344
DB00344	DB00186
DB00186	DB00349
DB00349	DB00186
DB00356	DB00186
DB00186	DB00356
DB00186	DB00363
DB00363	DB00186
DB00186	DB00366
DB00366	DB00186
DB00370	DB00186
DB00186	DB00370
DB00371	DB00186
DB00186	DB00371
DB00186	DB00395
DB00395	DB00186
DB00402	DB00186
DB00186	DB00402
DB00404	DB00186
DB00186	DB00404
DB00186	DB00405
DB00405	DB00186
DB00186	DB00408
DB00408	DB00186
DB00186	DB00413
DB00413	DB00186
DB00186	DB00418
DB00418	DB00186
DB00420	DB00186
DB00186	DB00420
DB00423	DB00186
DB00186	DB00423
DB00186	DB00425
DB00425	DB00186
DB00186	DB00427
DB00427	DB00186
DB00186	DB00433
DB00433	DB00186
DB00186	DB00434
DB00434	DB00186
DB00450	DB00186
DB00186	DB00450
DB00454	DB00186
DB00186	DB00454
DB00455	DB00186
DB00186	DB00455
DB00458	DB00186
DB00186	DB00458
DB00470	DB00186
DB00186	DB00470
DB00186	DB00472
DB00472	DB00186
DB00474	DB00186
DB00186	DB00474
DB00186	DB00475
DB00475	DB00186
DB00186	DB00477
DB00477	DB00186
DB00484	DB00186
DB00186	DB00484
DB00486	DB00186
DB00186	DB00486
DB00186	DB00490
DB00490	DB00186
DB00494	DB00186
DB00186	DB00494
DB00497	DB00186
DB00186	DB00497
DB00186	DB00502
DB00502	DB00186
DB00540	DB00186
DB00186	DB00540
DB00186	DB00543
DB00543	DB00186
DB00186	DB00555
DB00555	DB00186
DB00186	DB00557
DB00557	DB00186
DB00186	DB00564
DB00564	DB00186
DB00186	DB00572
DB00572	DB00186
DB00575	DB00186
DB00186	DB00575
DB00588	DB00186
DB00186	DB00588
DB00186	DB00593
DB00593	DB00186
DB00611	DB00186
DB00186	DB00611
DB00623	DB00186
DB00186	DB00623
DB00186	DB00625
DB00625	DB00186
DB00628	DB00186
DB00186	DB00628
DB00186	DB00651
DB00651	DB00186
DB00652	DB00186
DB00186	DB00652
DB00653	DB00186
DB00186	DB00653
DB00660	DB00186
DB00186	DB00660
DB00679	DB00186
DB00186	DB00679
DB00683	DB00186
DB00186	DB00683
DB00186	DB00690
DB00690	DB00186
DB00697	DB00186
DB00186	DB00697
DB00708	DB00186
DB00186	DB00708
DB00186	DB00715
DB00715	DB00186
DB00186	DB00726
DB00726	DB00186
DB00186	DB00734
DB00734	DB00186
DB00186	DB00737
DB00737	DB00186
DB00747	DB00186
DB00186	DB00747
DB00748	DB00186
DB00186	DB00748
DB00186	DB00753
DB00753	DB00186
DB00186	DB00754
DB00754	DB00186
DB00186	DB00765
DB00765	DB00186
DB00186	DB00768
DB00768	DB00186
DB00771	DB00186
DB00186	DB00771
DB00794	DB00186
DB00186	DB00794
DB00802	DB00186
DB00186	DB00802
DB00813	DB00186
DB00186	DB00813
DB00818	DB00186
DB00186	DB00818
DB00186	DB00829
DB00829	DB00186
DB00831	DB00186
DB00186	DB00831
DB00835	DB00186
DB00186	DB00835
DB00186	DB00842
DB00842	DB00186
DB00186	DB00844
DB00844	DB00186
DB00186	DB00850
DB00850	DB00186
DB00186	DB00854
DB00854	DB00186
DB00186	DB00875
DB00875	DB00186
DB00186	DB00897
DB00897	DB00186
DB00898	DB00186
DB00186	DB00898
DB00186	DB00899
DB00899	DB00186
DB00186	DB00906
DB00906	DB00186
DB00186	DB00909
DB00909	DB00186
DB00921	DB00186
DB00186	DB00921
DB00924	DB00186
DB00186	DB00924
DB00186	DB00934
DB00934	DB00186
DB00945	DB00186
DB00186	DB00945
DB00186	DB00949
DB00949	DB00186
DB00186	DB00950
DB00950	DB00186
DB00956	DB00186
DB00186	DB00956
DB00962	DB00186
DB00186	DB00962
DB00967	DB00186
DB00186	DB00967
DB00972	DB00186
DB00186	DB00972
DB00186	DB00980
DB00980	DB00186
DB00985	DB00186
DB00186	DB00985
DB00996	DB00186
DB00186	DB00996
DB01017	DB00186
DB00186	DB01017
DB01018	DB00186
DB00186	DB01018
DB01032	DB00186
DB00186	DB01032
DB01041	DB00186
DB00186	DB01041
DB01068	DB00186
DB00186	DB01068
DB00186	DB01069
DB01069	DB00186
DB00186	DB01075
DB01075	DB00186
DB00186	DB01080
DB01080	DB00186
DB01081	DB00186
DB00186	DB01081
DB00186	DB01100
DB01100	DB00186
DB01104	DB00186
DB00186	DB01104
DB01114	DB00186
DB00186	DB01114
DB00186	DB01142
DB01142	DB00186
DB00186	DB01151
DB01151	DB00186
DB00186	DB01173
DB01173	DB00186
DB00186	DB01174
DB01174	DB00186
DB01175	DB00186
DB00186	DB01175
DB01176	DB00186
DB00186	DB01176
DB01189	DB00186
DB00186	DB01189
DB01192	DB00186
DB00186	DB01192
DB01198	DB00186
DB00186	DB01198
DB00186	DB01202
DB01202	DB00186
DB01215	DB00186
DB00186	DB01215
DB00186	DB01219
DB01219	DB00186
DB00186	DB01221
DB01221	DB00186
DB01223	DB00186
DB00186	DB01223
DB01224	DB00186
DB00186	DB01224
DB00186	DB01235
DB01235	DB00186
DB01236	DB00186
DB00186	DB01236
DB01238	DB00186
DB00186	DB01238
DB00186	DB01242
DB01242	DB00186
DB01267	DB00186
DB00186	DB01267
DB00186	DB01320
DB01320	DB00186
DB00186	DB01351
DB01351	DB00186
DB00186	DB01392
DB01392	DB00186
DB00186	DB01403
DB01403	DB00186
DB00186	DB01440
DB01440	DB00186
DB01501	DB00186
DB00186	DB01501
DB01551	DB00186
DB00186	DB01551
DB00186	DB01558
DB01558	DB00186
DB01589	DB00186
DB00186	DB01589
DB01595	DB00186
DB00186	DB01595
DB01621	DB00186
DB00186	DB01621
DB01623	DB00186
DB00186	DB01623
DB00186	DB01624
DB01624	DB00186
DB04837	DB00186
DB00186	DB04837
DB04841	DB00186
DB00186	DB04841
DB04844	DB00186
DB00186	DB04844
DB00186	DB04908
DB04908	DB00186
DB04946	DB00186
DB00186	DB04946
DB00186	DB04953
DB04953	DB00186
DB05246	DB00186
DB00186	DB05246
DB05271	DB00186
DB00186	DB05271
DB00186	DB06153
DB06153	DB00186
DB06201	DB00186
DB00186	DB06201
DB00186	DB06204
DB06204	DB00186
DB00186	DB06216
DB06216	DB00186
DB00186	DB06282
DB06282	DB00186
DB00186	DB06283
DB06283	DB00186
DB00186	DB06684
DB06684	DB00186
DB00186	DB06690
DB06690	DB00186
DB08815	DB00186
DB00186	DB08815
DB00186	DB08872
DB08872	DB00186
DB00186	DB08883
DB08883	DB00186
DB08900	DB00186
DB00186	DB08900
DB08910	DB00186
DB00186	DB08910
DB00186	DB09034
DB09034	DB00186
DB09068	DB00186
DB00186	DB09068
DB09071	DB00186
DB00186	DB09071
DB00186	DB09072
DB09072	DB00186
DB00186	DB09117
DB09117	DB00186
DB00186	DB09118
DB09118	DB00186
DB09128	DB00186
DB00186	DB09128
DB09300	DB00186
DB00186	DB09300
DB00186	DB09555
DB09555	DB00186
DB00195	DB00187
DB00187	DB00195
DB00206	DB00187
DB00187	DB00206
DB00211	DB00187
DB00187	DB00211
DB00237	DB00187
DB00187	DB00237
DB00248	DB00187
DB00187	DB00248
DB00187	DB00264
DB00264	DB00187
DB00187	DB00277
DB00277	DB00187
DB00187	DB00280
DB00280	DB00187
DB00187	DB00281
DB00281	DB00187
DB00187	DB00297
DB00297	DB00187
DB00312	DB00187
DB00187	DB00312
DB00187	DB00332
DB00332	DB00187
DB00335	DB00187
DB00187	DB00335
DB00343	DB00187
DB00187	DB00343
DB00346	DB00187
DB00187	DB00346
DB00187	DB00373
DB00373	DB00187
DB00187	DB00374
DB00374	DB00187
DB00187	DB00382
DB00382	DB00187
DB00187	DB00390
DB00390	DB00187
DB00187	DB00411
DB00411	DB00187
DB00187	DB00418
DB00418	DB00187
DB00187	DB00422
DB00422	DB00187
DB00436	DB00187
DB00187	DB00436
DB00449	DB00187
DB00187	DB00449
DB00187	DB00457
DB00457	DB00187
DB00187	DB00468
DB00468	DB00187
DB00474	DB00187
DB00187	DB00474
DB00187	DB00476
DB00476	DB00187
DB00484	DB00187
DB00187	DB00484
DB00489	DB00187
DB00187	DB00489
DB00187	DB00521
DB00521	DB00187
DB00571	DB00187
DB00187	DB00571
DB00575	DB00187
DB00187	DB00575
DB00187	DB00588
DB00588	DB00187
DB00598	DB00187
DB00187	DB00598
DB00187	DB00608
DB00608	DB00187
DB00187	DB00612
DB00612	DB00187
DB00187	DB00633
DB00633	DB00187
DB00651	DB00187
DB00187	DB00651
DB00187	DB00661
DB00661	DB00187
DB00672	DB00187
DB00187	DB00672
DB00674	DB00187
DB00187	DB00674
DB00697	DB00187
DB00187	DB00697
DB00708	DB00187
DB00187	DB00708
DB00734	DB00187
DB00187	DB00734
DB00187	DB00752
DB00752	DB00187
DB00780	DB00187
DB00187	DB00780
DB00794	DB00187
DB00187	DB00794
DB00806	DB00187
DB00187	DB00806
DB00187	DB00816
DB00816	DB00187
DB00820	DB00187
DB00187	DB00820
DB00843	DB00187
DB00187	DB00843
DB00187	DB00862
DB00862	DB00187
DB00187	DB00871
DB00871	DB00187
DB00187	DB00938
DB00938	DB00187
DB00960	DB00187
DB00187	DB00960
DB00187	DB00961
DB00961	DB00187
DB00187	DB00968
DB00968	DB00187
DB00975	DB00187
DB00187	DB00975
DB00983	DB00187
DB00187	DB00983
DB00187	DB00989
DB00989	DB00187
DB01001	DB00187
DB00187	DB01001
DB00187	DB01018
DB01018	DB00187
DB01115	DB00187
DB00187	DB01115
DB01118	DB00187
DB00187	DB01118
DB01119	DB00187
DB00187	DB01119
DB00187	DB01136
DB01136	DB00187
DB00187	DB01143
DB01143	DB00187
DB01158	DB00187
DB00187	DB01158
DB00187	DB01182
DB01182	DB00187
DB01193	DB00187
DB00187	DB01193
DB01203	DB00187
DB00187	DB01203
DB00187	DB01210
DB01210	DB00187
DB00187	DB01214
DB01214	DB00187
DB00187	DB01223
DB01223	DB00187
DB01235	DB00187
DB00187	DB01235
DB01274	DB00187
DB00187	DB01274
DB01288	DB00187
DB00187	DB01288
DB00187	DB01291
DB01291	DB00187
DB01353	DB00187
DB00187	DB01353
DB00187	DB01354
DB01354	DB00187
DB01355	DB00187
DB00187	DB01355
DB00187	DB01359
DB01359	DB00187
DB01392	DB00187
DB00187	DB01392
DB01614	DB00187
DB00187	DB01614
DB03128	DB00187
DB00187	DB03128
DB00187	DB04855
DB04855	DB00187
DB04861	DB00187
DB00187	DB04861
DB00187	DB04897
DB04897	DB00187
DB00187	DB05039
DB05039	DB00187
DB00187	DB06218
DB06218	DB00187
DB00187	DB06415
DB06415	DB00187
DB06663	DB00187
DB00187	DB06663
DB00187	DB06709
DB06709	DB00187
DB06761	DB00187
DB00187	DB06761
DB06791	DB00187
DB00187	DB06791
DB08865	DB00187
DB00187	DB08865
DB08868	DB00187
DB00187	DB08868
DB00187	DB08877
DB08877	DB00187
DB00187	DB08895
DB08895	DB00187
DB08896	DB00187
DB00187	DB08896
DB00187	DB08935
DB08935	DB00187
DB08976	DB00187
DB00187	DB08976
DB00187	DB09063
DB09063	DB00187
DB09080	DB00187
DB00187	DB09080
DB00187	DB09082
DB09082	DB00187
DB00187	DB09083
DB09083	DB00187
DB09113	DB00187
DB00187	DB09113
DB00187	DB09220
DB09220	DB00187
DB09242	DB00187
DB00187	DB09242
DB09282	DB00187
DB00187	DB09282
DB00195	DB00188
DB00188	DB00195
DB00188	DB00196
DB00196	DB00188
DB00188	DB00201
DB00201	DB00188
DB00204	DB00188
DB00188	DB00204
DB00208	DB00188
DB00188	DB00208
DB00213	DB00188
DB00188	DB00213
DB00215	DB00188
DB00188	DB00215
DB00220	DB00188
DB00188	DB00220
DB00188	DB00224
DB00224	DB00188
DB00188	DB00241
DB00241	DB00188
DB00252	DB00188
DB00188	DB00252
DB00268	DB00188
DB00188	DB00268
DB00277	DB00188
DB00188	DB00277
DB00188	DB00281
DB00281	DB00188
DB00296	DB00188
DB00188	DB00296
DB00188	DB00304
DB00304	DB00188
DB00307	DB00188
DB00188	DB00307
DB00316	DB00188
DB00188	DB00316
DB00188	DB00334
DB00334	DB00188
DB00338	DB00188
DB00188	DB00338
DB00349	DB00188
DB00188	DB00349
DB00188	DB00363
DB00363	DB00188
DB00188	DB00370
DB00370	DB00188
DB00379	DB00188
DB00188	DB00379
DB00188	DB00395
DB00395	DB00188
DB00446	DB00188
DB00188	DB00446
DB00458	DB00188
DB00188	DB00458
DB00472	DB00188
DB00188	DB00472
DB00476	DB00188
DB00188	DB00476
DB00188	DB00499
DB00499	DB00188
DB00188	DB00501
DB00501	DB00188
DB00503	DB00188
DB00188	DB00503
DB00537	DB00188
DB00188	DB00537
DB00188	DB00553
DB00553	DB00188
DB00559	DB00188
DB00188	DB00559
DB00564	DB00188
DB00188	DB00564
DB00571	DB00188
DB00188	DB00571
DB00188	DB00582
DB00582	DB00188
DB00615	DB00188
DB00188	DB00615
DB00188	DB00622
DB00622	DB00188
DB00188	DB00625
DB00625	DB00188
DB00648	DB00188
DB00188	DB00648
DB00188	DB00665
DB00665	DB00188
DB00697	DB00188
DB00188	DB00697
DB00705	DB00188
DB00188	DB00705
DB00726	DB00188
DB00188	DB00726
DB00188	DB00736
DB00736	DB00188
DB00188	DB00738
DB00738	DB00188
DB00188	DB00745
DB00745	DB00188
DB00188	DB00752
DB00752	DB00188
DB00188	DB00758
DB00758	DB00188
DB00188	DB00794
DB00794	DB00188
DB00188	DB00823
DB00823	DB00188
DB00829	DB00188
DB00188	DB00829
DB00831	DB00188
DB00188	DB00831
DB00834	DB00188
DB00188	DB00834
DB00851	DB00188
DB00188	DB00851
DB00924	DB00188
DB00188	DB00924
DB00188	DB00945
DB00945	DB00188
DB00951	DB00188
DB00188	DB00951
DB00969	DB00188
DB00188	DB00969
DB00976	DB00188
DB00188	DB00976
DB00188	DB00977
DB00977	DB00188
DB00980	DB00188
DB00188	DB00980
DB00188	DB01026
DB01026	DB00188
DB01045	DB00188
DB00188	DB01045
DB00188	DB01072
DB01072	DB00188
DB00188	DB01087
DB01087	DB00188
DB00188	DB01100
DB01100	DB00188
DB01104	DB00188
DB00188	DB01104
DB01149	DB00188
DB00188	DB01149
DB00188	DB01165
DB01165	DB00188
DB01166	DB00188
DB00188	DB01166
DB01167	DB00188
DB00188	DB01167
DB01171	DB00188
DB00188	DB01171
DB01174	DB00188
DB00188	DB01174
DB00188	DB01175
DB01175	DB00188
DB00188	DB01201
DB01201	DB00188
DB01211	DB00188
DB00188	DB01211
DB01223	DB00188
DB00188	DB01223
DB00188	DB01232
DB01232	DB00188
DB01238	DB00188
DB00188	DB01238
DB00188	DB01241
DB01241	DB00188
DB00188	DB01242
DB01242	DB00188
DB01263	DB00188
DB00188	DB01263
DB01264	DB00188
DB00188	DB01264
DB00188	DB01320
DB01320	DB00188
DB00188	DB01323
DB01323	DB00188
DB00188	DB01367
DB01367	DB00188
DB01418	DB00188
DB00188	DB01418
DB00188	DB01551
DB01551	DB00188
DB00188	DB01558
DB01558	DB00188
DB00188	DB01601
DB01601	DB00188
DB01609	DB00188
DB00188	DB01609
DB01623	DB00188
DB00188	DB01623
DB00188	DB04817
DB04817	DB00188
DB00188	DB04839
DB04839	DB00188
DB00188	DB05246
DB05246	DB00188
DB00188	DB05521
DB05521	DB00188
DB05812	DB00188
DB00188	DB05812
DB06216	DB00188
DB00188	DB06216
DB00188	DB06273
DB06273	DB00188
DB06413	DB00188
DB00188	DB06413
DB06414	DB00188
DB00188	DB06414
DB06706	DB00188
DB00188	DB06706
DB08873	DB00188
DB00188	DB08873
DB00188	DB08880
DB08880	DB00188
DB08881	DB00188
DB00188	DB08881
DB08899	DB00188
DB00188	DB08899
DB00188	DB08910
DB08910	DB00188
DB00188	DB08912
DB08912	DB00188
DB08933	DB00188
DB00188	DB08933
DB00188	DB09036
DB09036	DB00188
DB00188	DB09054
DB09054	DB00188
DB09063	DB00188
DB00188	DB09063
DB00188	DB09065
DB09065	DB00188
DB09071	DB00188
DB00188	DB09071
DB00188	DB09118
DB09118	DB00188
DB00188	DB09119
DB09119	DB00188
DB00188	DB09330
DB09330	DB00188
DB00190	DB00246
DB00246	DB00190
DB00190	DB00255
DB00255	DB00190
DB00408	DB00190
DB00190	DB00408
DB00190	DB00484
DB00484	DB00190
DB00715	DB00190
DB00190	DB00715
DB00752	DB00190
DB00190	DB00752
DB00190	DB00780
DB00780	DB00190
DB00190	DB00893
DB00893	DB00190
DB00898	DB00190
DB00190	DB00898
DB00190	DB00972
DB00972	DB00190
DB06262	DB00190
DB00190	DB06262
DB00201	DB00191
DB00191	DB00201
DB00206	DB00191
DB00191	DB00206
DB00191	DB00211
DB00211	DB00191
DB00191	DB00241
DB00241	DB00191
DB00246	DB00191
DB00191	DB00246
DB00191	DB00252
DB00252	DB00191
DB00191	DB00258
DB00258	DB00191
DB00191	DB00277
DB00277	DB00191
DB00191	DB00289
DB00289	DB00191
DB00295	DB00191
DB00191	DB00295
DB00191	DB00311
DB00311	DB00191
DB00191	DB00316
DB00316	DB00191
DB00191	DB00321
DB00321	DB00191
DB00191	DB00332
DB00332	DB00191
DB00191	DB00334
DB00334	DB00191
DB00363	DB00191
DB00191	DB00363
DB00191	DB00368
DB00368	DB00191
DB00191	DB00388
DB00388	DB00191
DB00391	DB00191
DB00191	DB00391
DB00397	DB00191
DB00191	DB00397
DB00408	DB00191
DB00191	DB00408
DB00191	DB00409
DB00409	DB00191
DB00191	DB00420
DB00420	DB00191
DB00422	DB00191
DB00191	DB00422
DB00191	DB00427
DB00427	DB00191
DB00191	DB00433
DB00433	DB00191
DB00449	DB00191
DB00191	DB00449
DB00191	DB00450
DB00450	DB00191
DB00470	DB00191
DB00191	DB00470
DB00477	DB00191
DB00191	DB00477
DB00486	DB00191
DB00191	DB00486
DB00502	DB00191
DB00191	DB00502
DB00508	DB00191
DB00191	DB00508
DB00191	DB00561
DB00561	DB00191
DB00191	DB00588
DB00588	DB00191
DB00593	DB00191
DB00191	DB00593
DB00191	DB00598
DB00598	DB00191
DB00191	DB00601
DB00601	DB00191
DB00191	DB00610
DB00610	DB00191
DB00191	DB00623
DB00623	DB00191
DB00651	DB00191
DB00191	DB00651
DB00191	DB00668
DB00668	DB00191
DB00191	DB00679
DB00679	DB00191
DB00191	DB00723
DB00723	DB00191
DB00191	DB00734
DB00734	DB00191
DB00191	DB00745
DB00745	DB00191
DB00752	DB00191
DB00191	DB00752
DB00191	DB00767
DB00767	DB00191
DB00191	DB00780
DB00780	DB00191
DB00816	DB00191
DB00191	DB00816
DB00191	DB00819
DB00819	DB00191
DB00830	DB00191
DB00191	DB00830
DB00831	DB00191
DB00191	DB00831
DB00835	DB00191
DB00191	DB00835
DB00841	DB00191
DB00191	DB00841
DB00850	DB00191
DB00191	DB00850
DB00852	DB00191
DB00191	DB00852
DB00865	DB00191
DB00191	DB00865
DB00867	DB00191
DB00191	DB00867
DB00871	DB00191
DB00191	DB00871
DB00191	DB00875
DB00875	DB00191
DB00191	DB00898
DB00898	DB00191
DB00904	DB00191
DB00191	DB00904
DB00191	DB00907
DB00907	DB00191
DB00191	DB00933
DB00933	DB00191
DB00935	DB00191
DB00191	DB00935
DB00937	DB00191
DB00191	DB00937
DB00938	DB00191
DB00191	DB00938
DB00191	DB00945
DB00945	DB00191
DB00191	DB00961
DB00961	DB00191
DB00983	DB00191
DB00191	DB00983
DB00191	DB00988
DB00988	DB00191
DB00191	DB01001
DB01001	DB00191
DB00191	DB01038
DB01038	DB00191
DB01063	DB00191
DB00191	DB01063
DB01064	DB00191
DB00191	DB01064
DB01100	DB00191
DB00191	DB01100
DB01144	DB00191
DB00191	DB01144
DB01174	DB00191
DB00191	DB01174
DB00191	DB01178
DB01178	DB00191
DB00191	DB01193
DB01193	DB00191
DB01223	DB00191
DB00191	DB01223
DB01224	DB00191
DB00191	DB01224
DB01238	DB00191
DB00191	DB01238
DB01239	DB00191
DB00191	DB01239
DB00191	DB01255
DB01255	DB00191
DB01267	DB00191
DB00191	DB01267
DB00191	DB01274
DB01274	DB00191
DB01288	DB00191
DB00191	DB01288
DB01291	DB00191
DB00191	DB01291
DB00191	DB01356
DB01356	DB00191
DB00191	DB01364
DB01364	DB00191
DB01365	DB00191
DB00191	DB01365
DB01377	DB00191
DB00191	DB01377
DB00191	DB01403
DB01403	DB00191
DB01407	DB00191
DB00191	DB01407
DB01463	DB00191
DB00191	DB01463
DB01551	DB00191
DB00191	DB01551
DB01556	DB00191
DB00191	DB01556
DB01576	DB00191
DB00191	DB01576
DB00191	DB01577
DB01577	DB00191
DB00191	DB01579
DB01579	DB00191
DB01614	DB00191
DB00191	DB01614
DB01618	DB00191
DB00191	DB01618
DB01620	DB00191
DB00191	DB01620
DB00191	DB01623
DB01623	DB00191
DB00191	DB01624
DB01624	DB00191
DB00191	DB04842
DB04842	DB00191
DB00191	DB05039
DB05039	DB00191
DB00191	DB06144
DB06144	DB00191
DB06288	DB00191
DB00191	DB06288
DB00191	DB06413
DB06413	DB00191
DB06701	DB00191
DB00191	DB06701
DB06704	DB00191
DB00191	DB06704
DB00191	DB06706
DB06706	DB00191
DB00191	DB06707
DB06707	DB00191
DB06711	DB00191
DB00191	DB06711
DB00191	DB06714
DB06714	DB00191
DB06723	DB00191
DB00191	DB06723
DB00191	DB06724
DB06724	DB00191
DB00191	DB06767
DB06767	DB00191
DB06799	DB00191
DB00191	DB06799
DB06808	DB00191
DB00191	DB06808
DB08824	DB00191
DB00191	DB08824
DB09009	DB00191
DB00191	DB09009
DB09042	DB00191
DB00191	DB09042
DB00191	DB09080
DB09080	DB00191
DB00191	DB09082
DB09082	DB00191
DB09273	DB00191
DB00191	DB09273
DB00191	DB11124
DB11124	DB00191
DB00202	DB00193
DB00193	DB00202
DB00206	DB00193
DB00193	DB00206
DB00208	DB00193
DB00193	DB00208
DB00193	DB00214
DB00214	DB00193
DB00215	DB00193
DB00193	DB00215
DB00193	DB00216
DB00216	DB00193
DB00220	DB00193
DB00193	DB00220
DB00224	DB00193
DB00193	DB00224
DB00246	DB00193
DB00193	DB00246
DB00248	DB00193
DB00193	DB00248
DB00193	DB00252
DB00252	DB00193
DB00193	DB00266
DB00266	DB00193
DB00193	DB00268
DB00268	DB00193
DB00193	DB00285
DB00285	DB00193
DB00307	DB00193
DB00193	DB00307
DB00193	DB00310
DB00310	DB00193
DB00193	DB00311
DB00311	DB00193
DB00193	DB00315
DB00315	DB00193
DB00320	DB00193
DB00193	DB00320
DB00193	DB00321
DB00321	DB00193
DB00193	DB00333
DB00333	DB00193
DB00193	DB00334
DB00334	DB00193
DB00344	DB00193
DB00193	DB00344
DB00193	DB00349
DB00349	DB00193
DB00363	DB00193
DB00193	DB00363
DB00366	DB00193
DB00193	DB00366
DB00370	DB00193
DB00193	DB00370
DB00377	DB00193
DB00193	DB00377
DB00384	DB00193
DB00193	DB00384
DB00387	DB00193
DB00193	DB00387
DB00391	DB00193
DB00193	DB00391
DB00193	DB00408
DB00408	DB00193
DB00409	DB00193
DB00193	DB00409
DB00413	DB00193
DB00193	DB00413
DB00193	DB00420
DB00420	DB00193
DB00193	DB00421
DB00421	DB00193
DB00193	DB00425
DB00425	DB00193
DB00193	DB00433
