Drug1	Drug2
DB08895	DB00073
DB00073	DB08895
DB00073	DB08904
DB08904	DB00073
DB09026	DB00073
DB00073	DB09026
DB00073	DB09242
DB09242	DB00073
DB00073	DB09477
DB09477	DB00073
DB00108	DB00074
DB00074	DB00108
DB00074	DB00337
DB00337	DB00074
DB00864	DB00074
DB00074	DB00864
DB00074	DB01097
DB01097	DB00074
DB00074	DB01656
DB01656	DB00074
DB06643	DB00074
DB00074	DB06643
DB00074	DB06688
DB06688	DB00074
DB00074	DB08879
DB08879	DB00074
DB08895	DB00074
DB00074	DB08895
DB00108	DB00078
DB00078	DB00108
DB00078	DB00176
DB00176	DB00078
DB00078	DB00208
DB00208	DB00078
DB00078	DB00215
DB00215	DB00078
DB00078	DB00261
DB00261	DB00078
DB00078	DB00266
DB00266	DB00078
DB00278	DB00078
DB00078	DB00278
DB00285	DB00078
DB00078	DB00285
DB00328	DB00078
DB00078	DB00328
DB00337	DB00078
DB00078	DB00337
DB00363	DB00078
DB00078	DB00363
DB00078	DB00374
DB00374	DB00078
DB00461	DB00078
DB00078	DB00461
DB00465	DB00078
DB00078	DB00465
DB00078	DB00472
DB00472	DB00078
DB00476	DB00078
DB00078	DB00476
DB00078	DB00498
DB00498	DB00078
DB00078	DB00500
DB00500	DB00078
DB00078	DB00554
DB00554	DB00078
DB00078	DB00569
DB00569	DB00078
DB00078	DB00573
DB00573	DB00078
DB00586	DB00078
DB00078	DB00586
DB00605	DB00078
DB00078	DB00605
DB00078	DB00682
DB00682	DB00078
DB00712	DB00078
DB00078	DB00712
DB00715	DB00078
DB00078	DB00715
DB00749	DB00078
DB00078	DB00749
DB00758	DB00078
DB00078	DB00758
DB00078	DB00775
DB00775	DB00078
DB00784	DB00078
DB00078	DB00784
DB00788	DB00078
DB00078	DB00788
DB00814	DB00078
DB00078	DB00814
DB00078	DB00861
DB00861	DB00078
DB00864	DB00078
DB00078	DB00864
DB00945	DB00078
DB00078	DB00945
DB00078	DB00946
DB00946	DB00078
DB00974	DB00078
DB00078	DB00974
DB00975	DB00078
DB00078	DB00975
DB00078	DB00991
DB00991	DB00078
DB00078	DB01009
DB01009	DB00078
DB00078	DB01050
DB01050	DB00078
DB01097	DB00078
DB00078	DB01097
DB01104	DB00078
DB00078	DB01104
DB00078	DB01109
DB01109	DB00078
DB01166	DB00078
DB00078	DB01166
DB01175	DB00078
DB00078	DB01175
DB00078	DB01225
DB01225	DB00078
DB01418	DB00078
DB00078	DB01418
DB00078	DB01600
DB01600	DB00078
DB00078	DB01656
DB01656	DB00078
DB00078	DB04272
DB04272	DB00078
DB00078	DB04817
DB04817	DB00078
DB00078	DB04896
DB04896	DB00078
DB06209	DB00078
DB00078	DB06209
DB06228	DB00078
DB00078	DB06228
DB00078	DB06271
DB06271	DB00078
DB06441	DB00078
DB00078	DB06441
DB06605	DB00078
DB00078	DB06605
DB06643	DB00078
DB00078	DB06643
DB06684	DB00078
DB00078	DB06684
DB00078	DB06688
DB06688	DB00078
DB06695	DB00078
DB00078	DB06695
DB06700	DB00078
DB00078	DB06700
DB06754	DB00078
DB00078	DB06754
DB06779	DB00078
DB00078	DB06779
DB06822	DB00078
DB00078	DB06822
DB00078	DB08794
DB08794	DB00078
DB08813	DB00078
DB00078	DB08813
DB08816	DB00078
DB00078	DB08816
DB00078	DB08879
DB08879	DB00078
DB08895	DB00078
DB00078	DB08895
DB00078	DB08918
DB08918	DB00078
DB00078	DB08976
DB08976	DB00078
DB00078	DB09030
DB09030	DB00078
DB00078	DB09068
DB09068	DB00078
DB00078	DB09075
DB09075	DB00078
DB00078	DB11095
DB11095	DB00078
DB00175	DB00080
DB00080	DB00175
DB00080	DB00227
DB00227	DB00080
DB00080	DB00641
DB00641	DB00080
DB01076	DB00080
DB00080	DB01076
DB01095	DB00080
DB00080	DB01095
DB00080	DB01098
DB01098	DB00080
DB08860	DB00080
DB00080	DB08860
DB00108	DB00081
DB00081	DB00108
DB00081	DB00176
DB00176	DB00081
DB00081	DB00201
DB00201	DB00081
DB00081	DB00208
DB00208	DB00081
DB00215	DB00081
DB00081	DB00215
DB00261	DB00081
DB00081	DB00261
DB00081	DB00266
DB00266	DB00081
DB00278	DB00081
DB00081	DB00278
DB00285	DB00081
DB00081	DB00285
DB00081	DB00328
DB00328	DB00081
DB00337	DB00081
DB00081	DB00337
DB00081	DB00363
DB00363	DB00081
DB00081	DB00374
DB00374	DB00081
DB00081	DB00461
DB00461	DB00081
DB00081	DB00465
DB00465	DB00081
DB00081	DB00472
DB00472	DB00081
DB00476	DB00081
DB00081	DB00476
DB00498	DB00081
DB00081	DB00498
DB00081	DB00500
DB00500	DB00081
DB00554	DB00081
DB00081	DB00554
DB00569	DB00081
DB00081	DB00569
DB00573	DB00081
DB00081	DB00573
DB00081	DB00586
DB00586	DB00081
DB00605	DB00081
DB00081	DB00605
DB00682	DB00081
DB00081	DB00682
DB00712	DB00081
DB00081	DB00712
DB00715	DB00081
DB00081	DB00715
DB00081	DB00749
DB00749	DB00081
DB00758	DB00081
DB00081	DB00758
DB00775	DB00081
DB00081	DB00775
DB00081	DB00784
DB00784	DB00081
DB00081	DB00788
DB00788	DB00081
DB00081	DB00814
DB00814	DB00081
DB00861	DB00081
DB00081	DB00861
DB00081	DB00864
DB00864	DB00081
DB00945	DB00081
DB00081	DB00945
DB00946	DB00081
DB00081	DB00946
DB00081	DB00974
DB00974	DB00081
DB00975	DB00081
DB00081	DB00975
DB00991	DB00081
DB00081	DB00991
DB00081	DB01009
DB01009	DB00081
DB01050	DB00081
DB00081	DB01050
DB00081	DB01097
DB01097	DB00081
DB00081	DB01104
DB01104	DB00081
DB00081	DB01109
DB01109	DB00081
DB00081	DB01166
DB01166	DB00081
DB00081	DB01175
DB01175	DB00081
DB01225	DB00081
DB00081	DB01225
DB01418	DB00081
DB00081	DB01418
DB01551	DB00081
DB00081	DB01551
DB01600	DB00081
DB00081	DB01600
DB01656	DB00081
DB00081	DB01656
DB00081	DB04272
DB04272	DB00081
DB04817	DB00081
DB00081	DB04817
DB04896	DB00081
DB00081	DB04896
DB00081	DB06209
DB06209	DB00081
DB06228	DB00081
DB00081	DB06228
DB00081	DB06271
DB06271	DB00081
DB00081	DB06441
DB06441	DB00081
DB00081	DB06605
DB06605	DB00081
DB00081	DB06643
DB06643	DB00081
DB00081	DB06684
DB06684	DB00081
DB06688	DB00081
DB00081	DB06688
DB06695	DB00081
DB00081	DB06695
DB00081	DB06700
DB06700	DB00081
DB06754	DB00081
DB00081	DB06754
DB06779	DB00081
DB00081	DB06779
DB06822	DB00081
DB00081	DB06822
DB08794	DB00081
DB00081	DB08794
DB00081	DB08813
DB08813	DB00081
DB08816	DB00081
DB00081	DB08816
DB08879	DB00081
DB00081	DB08879
DB08895	DB00081
DB00081	DB08895
DB00081	DB08918
DB08918	DB00081
DB08976	DB00081
DB00081	DB08976
DB09030	DB00081
DB00081	DB09030
DB00081	DB09068
DB09068	DB00081
DB09075	DB00081
DB00081	DB09075
DB11095	DB00081
DB00081	DB11095
DB00082	DB00104
DB00104	DB00082
DB00193	DB00082
DB00082	DB00193
DB00082	DB00222
DB00222	DB00082
DB00082	DB00280
DB00280	DB00082
DB00082	DB00284
DB00284	DB00082
DB00082	DB00295
DB00295	DB00082
DB00082	DB00327
DB00327	DB00082
DB00082	DB00331
DB00331	DB00082
DB00333	DB00082
DB00082	DB00333
DB00082	DB00359
DB00359	DB00082
DB00082	DB00412
DB00412	DB00082
DB00454	DB00082
DB00082	DB00454
DB00468	DB00082
DB00082	DB00468
DB00082	DB00491
DB00491	DB00082
DB00497	DB00082
DB00082	DB00497
DB00611	DB00082
DB00082	DB00611
DB00082	DB00652
DB00652	DB00082
DB00082	DB00672
DB00672	DB00082
DB00082	DB00708
DB00708	DB00082
DB00082	DB00731
DB00731	DB00082
DB00738	DB00082
DB00082	DB00738
DB00802	DB00082
DB00082	DB00802
DB00082	DB00813
DB00813	DB00082
DB00082	DB00834
DB00834	DB00082
DB00082	DB00839
DB00839	DB00082
DB00082	DB00844
DB00844	DB00082
DB00854	DB00082
DB00082	DB00854
DB00899	DB00082
DB00082	DB00899
DB00912	DB00082
DB00082	DB00912
DB00921	DB00082
DB00082	DB00921
DB00956	DB00082
DB00082	DB00956
DB00082	DB01016
DB01016	DB00082
DB01067	DB00082
DB00082	DB01067
DB00082	DB01120
DB01120	DB00082
DB00082	DB01124
DB01124	DB00082
DB01132	DB00082
DB00082	DB01132
DB01192	DB00082
DB00082	DB01192
DB00082	DB01200
DB01200	DB00082
DB01261	DB00082
DB00082	DB01261
DB01268	DB00082
DB00082	DB01268
DB00082	DB01276
DB01276	DB00082
DB01277	DB00082
DB00082	DB01277
DB00082	DB01278
DB01278	DB00082
DB00082	DB01306
DB01306	DB00082
DB00082	DB01307
DB01307	DB00082
DB00082	DB01309
DB01309	DB00082
DB00082	DB05278
DB05278	DB00082
DB06203	DB00082
DB00082	DB06203
DB06204	DB00082
DB00082	DB06204
DB00082	DB06292
DB06292	DB00082
DB06335	DB00082
DB00082	DB06335
DB06655	DB00082
DB00082	DB06655
DB06663	DB00082
DB00082	DB06663
DB06791	DB00082
DB00082	DB06791
DB00082	DB09038
DB09038	DB00082
DB09043	DB00082
DB00082	DB09043
DB09045	DB00082
DB00082	DB09045
DB09208	DB00082
DB00082	DB09208
DB09564	DB00082
DB00082	DB09564
DB00202	DB00083
DB00083	DB00202
DB00083	DB00209
DB00209	DB00083
DB00245	DB00083
DB00083	DB00245
DB00280	DB00083
DB00083	DB00280
DB00083	DB00283
DB00283	DB00083
DB00083	DB00321
DB00321	DB00083
DB00083	DB00332
DB00332	DB00083
DB00334	DB00083
DB00083	DB00334
DB00341	DB00083
DB00083	DB00341
DB00083	DB00344
DB00344	DB00083
DB00363	DB00083
DB00083	DB00363
DB00366	DB00083
DB00083	DB00366
DB00083	DB00376
DB00376	DB00083
DB00387	DB00083
DB00083	DB00387
DB00083	DB00408
DB00408	DB00083
DB00083	DB00420
DB00420	DB00083
DB00083	DB00424
DB00424	DB00083
DB00083	DB00427
DB00427	DB00083
DB00083	DB00433
DB00433	DB00083
DB00434	DB00083
DB00083	DB00434
DB00450	DB00083
DB00083	DB00450
DB00452	DB00083
DB00083	DB00452
DB00455	DB00083
DB00083	DB00455
DB00458	DB00083
DB00083	DB00458
DB00477	DB00083
DB00083	DB00477
DB00479	DB00083
DB00083	DB00479
DB00083	DB00496
DB00496	DB00083
DB00502	DB00083
DB00083	DB00502
DB00540	DB00083
DB00083	DB00540
DB00543	DB00083
DB00083	DB00543
DB00557	DB00083
DB00083	DB00557
DB00565	DB00083
DB00083	DB00565
DB00083	DB00572
DB00572	DB00083
DB00623	DB00083
DB00083	DB00623
DB00662	DB00083
DB00083	DB00662
DB00083	DB00679
DB00679	DB00083
DB00684	DB00083
DB00083	DB00684
DB00083	DB00726
DB00726	DB00083
DB00083	DB00728
DB00728	DB00083
DB00083	DB00732
DB00732	DB00083
DB00083	DB00734
DB00734	DB00083
DB00083	DB00737
DB00737	DB00083
DB00083	DB00747
DB00747	DB00083
DB00748	DB00083
DB00083	DB00748
DB00083	DB00752
DB00752	DB00083
DB00083	DB00768
DB00768	DB00083
DB00780	DB00083
DB00083	DB00780
DB00782	DB00083
DB00083	DB00782
DB00083	DB00798
DB00798	DB00083
DB00804	DB00083
DB00083	DB00804
DB00831	DB00083
DB00083	DB00831
DB00083	DB00835
DB00835	DB00083
DB00083	DB00850
DB00850	DB00083
DB00083	DB00875
DB00875	DB00083
DB00083	DB00919
DB00919	DB00083
DB00924	DB00083
DB00083	DB00924
DB00083	DB00934
DB00934	DB00083
DB00950	DB00083
DB00083	DB00950
DB00083	DB00955
DB00955	DB00083
DB00967	DB00083
DB00083	DB00967
DB00083	DB00972
DB00972	DB00083
DB00083	DB00979
DB00979	DB00083
DB00083	DB00985
DB00985	DB00083
DB00083	DB00986
DB00986	DB00083
DB00083	DB00994
DB00994	DB00083
DB01036	DB00083
DB00083	DB01036
DB01062	DB00083
DB00083	DB01062
DB00083	DB01069
DB01069	DB00083
DB00083	DB01075
DB01075	DB00083
DB00083	DB01082
DB01082	DB00083
DB00083	DB01100
DB01100	DB00083
DB00083	DB01106
DB01106	DB00083
DB00083	DB01114
DB01114	DB00083
DB01142	DB00083
DB00083	DB01142
DB00083	DB01148
DB01148	DB00083
DB00083	DB01151
DB01151	DB00083
DB01171	DB00083
DB00083	DB01171
DB01172	DB00083
DB00083	DB01172
DB00083	DB01173
DB01173	DB00083
DB01176	DB00083
DB00083	DB01176
DB01224	DB00083
DB00083	DB01224
DB00083	DB01242
DB01242	DB00083
DB00083	DB01247
DB01247	DB00083
DB00083	DB01337
DB01337	DB00083
DB00083	DB01339
DB01339	DB00083
DB01403	DB00083
DB00083	DB01403
DB01409	DB00083
DB00083	DB01409
DB00083	DB01591
DB01591	DB00083
DB00083	DB01623
DB01623	DB00083
DB00083	DB01624
DB01624	DB00083
DB03615	DB00083
DB00083	DB03615
DB04843	DB00083
DB00083	DB04843
DB06153	DB00083
DB00083	DB06153
DB06282	DB00083
DB00083	DB06282
DB00083	DB06696
DB06696	DB00083
DB06702	DB00083
DB00083	DB06702
DB00083	DB08897
DB08897	DB00083
DB09076	DB00083
DB00083	DB09076
DB00083	DB09300
DB09300	DB00083
DB00083	DB09555
DB09555	DB00083
DB11181	DB00083
DB00083	DB11181
DB11315	DB00083
DB00083	DB11315
DB00085	DB00893
DB00893	DB00085
DB00176	DB00086
DB00086	DB00176
DB00201	DB00086
DB00086	DB00201
DB00086	DB00208
DB00208	DB00086
DB00215	DB00086
DB00086	DB00215
DB00086	DB00233
DB00233	DB00086
DB00086	DB00261
DB00261	DB00086
DB00086	DB00278
DB00278	DB00086
DB00086	DB00285
DB00285	DB00086
DB00086	DB00328
DB00328	DB00086
DB00374	DB00086
DB00086	DB00374
DB00461	DB00086
DB00086	DB00461
DB00086	DB00465
DB00465	DB00086
DB00472	DB00086
DB00086	DB00472
DB00476	DB00086
DB00086	DB00476
DB00500	DB00086
DB00086	DB00500
DB00554	DB00086
DB00086	DB00554
DB00086	DB00569
DB00569	DB00086
DB00573	DB00086
DB00086	DB00573
DB00586	DB00086
DB00086	DB00586
DB00605	DB00086
DB00086	DB00605
DB00682	DB00086
DB00086	DB00682
DB00712	DB00086
DB00086	DB00712
DB00086	DB00715
DB00715	DB00086
DB00749	DB00086
DB00086	DB00749
DB00758	DB00086
DB00086	DB00758
DB00086	DB00775
DB00775	DB00086
DB00086	DB00784
DB00784	DB00086
DB00086	DB00788
DB00788	DB00086
DB00086	DB00814
DB00814	DB00086
DB00861	DB00086
DB00086	DB00861
DB00945	DB00086
DB00086	DB00945
DB00086	DB00975
DB00975	DB00086
DB00086	DB00991
DB00991	DB00086
DB00086	DB01009
DB01009	DB00086
DB00086	DB01050
DB01050	DB00086
DB01088	DB00086
DB00086	DB01088
DB01104	DB00086
DB00086	DB01104
DB01109	DB00086
DB00086	DB01109
DB01166	DB00086
DB00086	DB01166
DB01175	DB00086
DB00086	DB01175
DB00086	DB01225
DB01225	DB00086
DB01240	DB00086
DB00086	DB01240
DB01294	DB00086
DB00086	DB01294
DB00086	DB01397
DB01397	DB00086
DB00086	DB01399
DB01399	DB00086
DB00086	DB01418
DB01418	DB00086
DB00086	DB01551
DB01551	DB00086
DB00086	DB01600
DB01600	DB00086
DB00086	DB04896
DB04896	DB00086
DB06209	DB00086
DB00086	DB06209
DB00086	DB06228
DB06228	DB00086
DB00086	DB06441
DB06441	DB00086
DB00086	DB06605
DB06605	DB00086
DB06684	DB00086
DB00086	DB06684
DB06692	DB00086
DB00086	DB06692
DB00086	DB06695
DB06695	DB00086
DB00086	DB06700
DB06700	DB00086
DB00086	DB06754
DB06754	DB00086
DB00086	DB06779
DB06779	DB00086
DB06822	DB00086
DB00086	DB06822
DB08813	DB00086
DB00086	DB08813
DB08816	DB00086
DB00086	DB08816
DB08918	DB00086
DB00086	DB08918
DB00086	DB08976
DB08976	DB00086
DB09030	DB00086
DB00086	DB09030
DB09068	DB00086
DB00086	DB09068
DB09075	DB00086
DB00086	DB09075
DB11095	DB00086
DB00086	DB11095
DB00108	DB00087
DB00087	DB00108
DB00087	DB00337
DB00337	DB00087
DB00363	DB00087
DB00087	DB00363
DB00864	DB00087
DB00087	DB00864
DB01097	DB00087
DB00087	DB01097
DB01656	DB00087
DB00087	DB01656
DB04817	DB00087
DB00087	DB04817
DB06643	DB00087
DB00087	DB06643
DB00087	DB06688
DB06688	DB00087
DB00087	DB08879
DB08879	DB00087
DB08895	DB00087
DB00087	DB08895
DB00304	DB00089
DB00089	DB00304
DB00089	DB00351
DB00351	DB00089
DB00089	DB00443
DB00443	DB00089
DB00499	DB00089
DB00089	DB00499
DB00603	DB00089
DB00089	DB00603
DB00620	DB00089
DB00089	DB00620
DB00635	DB00089
DB00089	DB00635
DB00089	DB00665
DB00665	DB00089
DB00666	DB00089
DB00089	DB00666
DB00687	DB00089
DB00089	DB00687
DB00089	DB00717
DB00717	DB00089
DB00089	DB00741
DB00741	DB00089
DB00783	DB00089
DB00089	DB00783
DB00823	DB00089
DB00089	DB00823
DB00089	DB00860
DB00860	DB00089
DB00957	DB00089
DB00089	DB00957
DB00959	DB00089
DB00089	DB00959
DB00089	DB00977
DB00977	DB00089
DB01026	DB00089
DB00089	DB01026
DB01128	DB00089
DB00089	DB01128
DB00089	DB01234
DB01234	DB00089
DB00089	DB01285
DB01285	DB00089
DB00089	DB01357
DB01357	DB00089
DB00089	DB01380
DB01380	DB00089
DB01395	DB00089
DB00089	DB01395
DB04574	DB00089
DB00089	DB04574
DB00089	DB04839
DB04839	DB00089
DB00089	DB05812
DB05812	DB00089
DB06699	DB00089
DB00089	DB06699
DB06719	DB00089
DB00089	DB06719
DB00089	DB06785
DB06785	DB00089
DB00089	DB06788
DB06788	DB00089
DB06825	DB00089
DB00089	DB06825
DB00089	DB08899
DB08899	DB00089
DB09547	DB00089
DB00089	DB09547
DB00104	DB00091
DB00091	DB00104
DB00091	DB00108
DB00108	DB00091
DB00120	DB00091
DB00091	DB00120
DB00091	DB00126
DB00126	DB00091
DB00091	DB00163
DB00163	DB00091
DB00175	DB00091
DB00091	DB00175
DB00177	DB00091
DB00091	DB00177
DB00091	DB00196
DB00196	DB00091
DB00091	DB00199
DB00199	DB00091
DB00091	DB00201
DB00201	DB00091
DB00091	DB00202
DB00202	DB00091
DB00091	DB00204
DB00204	DB00091
DB00091	DB00207
DB00207	DB00091
DB00214	DB00091
DB00091	DB00214
DB00091	DB00220
DB00220	DB00091
DB00091	DB00224
DB00224	DB00091
DB00091	DB00227
DB00227	DB00091
DB00237	DB00091
DB00091	DB00237
DB00091	DB00241
DB00241	DB00091
DB00243	DB00091
DB00091	DB00243
DB00091	DB00252
DB00252	DB00091
DB00091	DB00263
DB00263	DB00091
DB00091	DB00270
DB00270	DB00091
DB00091	DB00275
DB00275	DB00091
DB00091	DB00307
DB00307	DB00091
DB00312	DB00091
DB00091	DB00312
DB00091	DB00316
DB00316	DB00091
DB00328	DB00091
DB00091	DB00328
DB00091	DB00337
DB00337	DB00091
DB00338	DB00091
DB00091	DB00338
DB00091	DB00339
DB00339	DB00091
DB00091	DB00343
DB00343	DB00091
DB00091	DB00350
DB00350	DB00091
DB00091	DB00359
DB00359	DB00091
DB00091	DB00381
DB00381	DB00091
DB00091	DB00384
DB00384	DB00091
DB00091	DB00390
DB00390	DB00091
DB00393	DB00091
DB00091	DB00393
DB00400	DB00091
DB00091	DB00400
DB00401	DB00091
DB00091	DB00401
DB00418	DB00091
DB00091	DB00418
DB00421	DB00091
DB00091	DB00421
DB00091	DB00440
DB00440	DB00091
DB00091	DB00446
DB00446	DB00091
DB00091	DB00452
DB00452	DB00091
DB00461	DB00091
DB00091	DB00461
DB00465	DB00091
DB00091	DB00465
DB00091	DB00474
DB00474	DB00091
DB00479	DB00091
DB00091	DB00479
DB00482	DB00091
DB00091	DB00482
DB00091	DB00500
DB00500	DB00091
DB00091	DB00503
DB00503	DB00091
DB00520	DB00091
DB00091	DB00520
DB00091	DB00528
DB00528	DB00091
DB00091	DB00529
DB00529	DB00091
DB00091	DB00531
DB00531	DB00091
DB00091	DB00541
DB00541	DB00091
DB00091	DB00554
DB00554	DB00091
DB00091	DB00559
DB00559	DB00091
DB00091	DB00563
DB00563	DB00091
DB00091	DB00564
DB00564	DB00091
DB00565	DB00091
DB00091	DB00565
DB00091	DB00573
DB00573	DB00091
DB00091	DB00582
DB00582	DB00091
DB00091	DB00586
DB00586	DB00091
DB00091	DB00594
DB00594	DB00091
DB00091	DB00605
DB00605	DB00091
DB00091	DB00607
DB00607	DB00091
DB00091	DB00615
DB00615	DB00091
DB00091	DB00619
DB00619	DB00091
DB00621	DB00091
DB00091	DB00621
DB00622	DB00091
DB00091	DB00622
DB00091	DB00624
DB00624	DB00091
DB00091	DB00625
DB00625	DB00091
DB00635	DB00091
DB00091	DB00635
DB00641	DB00091
DB00091	DB00641
DB00091	DB00648
DB00648	DB00091
DB00658	DB00091
DB00091	DB00658
DB00091	DB00661
DB00661	DB00091
DB00673	DB00091
DB00091	DB00673
DB00677	DB00091
DB00091	DB00677
DB00091	DB00678
DB00678	DB00091
DB00091	DB00681
DB00681	DB00091
DB00684	DB00091
DB00091	DB00684
DB00688	DB00091
DB00091	DB00688
DB00695	DB00091
DB00091	DB00695
DB00700	DB00091
DB00091	DB00700
DB00712	DB00091
DB00091	DB00712
DB00728	DB00091
DB00091	DB00728
DB00091	DB00732
DB00732	DB00091
DB00091	DB00745
DB00745	DB00091
DB00749	DB00091
DB00091	DB00749
DB00091	DB00773
DB00773	DB00091
DB00091	DB00784
DB00784	DB00091
DB00788	DB00091
DB00091	DB00788
DB00794	DB00091
DB00091	DB00794
DB00091	DB00796
DB00796	DB00091
DB00798	DB00091
DB00091	DB00798
DB00814	DB00091
DB00091	DB00814
DB00091	DB00819
DB00819	DB00091
DB00091	DB00834
DB00834	DB00091
DB00091	DB00860
DB00860	DB00091
DB00861	DB00091
DB00091	DB00861
DB00091	DB00864
DB00864	DB00091
DB00872	DB00091
DB00091	DB00872
DB00876	DB00091
DB00091	DB00876
DB00877	DB00091
DB00091	DB00877
DB00091	DB00887
DB00887	DB00091
DB00903	DB00091
DB00091	DB00903
DB00091	DB00912
DB00912	DB00091
DB00919	DB00091
DB00091	DB00919
DB00930	DB00091
DB00091	DB00930
DB00932	DB00091
DB00091	DB00932
DB00955	DB00091
DB00091	DB00955
DB00956	DB00091
DB00091	DB00956
DB00959	DB00091
DB00091	DB00959
DB00091	DB00966
DB00966	DB00091
DB00091	DB00973
DB00973	DB00091
DB00991	DB00091
DB00091	DB00991
DB00994	DB00091
DB00091	DB00994
DB00997	DB00091
DB00091	DB00997
DB00091	DB01009
DB01009	DB00091
DB01015	DB00091
DB00091	DB01015
DB01016	DB00091
DB00091	DB01016
DB01023	DB00091
DB00091	DB01023
DB00091	DB01024
DB01024	DB00091
DB01026	DB00091
DB00091	DB01026
DB00091	DB01029
DB01029	DB00091
DB00091	DB01030
DB01030	DB00091
DB00091	DB01039
DB01039	DB00091
DB01042	DB00091
DB00091	DB01042
DB00091	DB01045
DB01045	DB00091
DB00091	DB01050
DB01050	DB00091
DB00091	DB01059
DB01059	DB00091
DB00091	DB01072
DB01072	DB00091
DB01076	DB00091
DB00091	DB01076
DB00091	DB01082
DB01082	DB00091
DB01083	DB00091
DB00091	DB01083
DB00091	DB01095
DB01095	DB00091
DB01097	DB00091
DB00091	DB01097
DB01098	DB00091
DB00091	DB01098
DB01100	DB00091
DB00091	DB01100
DB01115	DB00091
DB00091	DB01115
DB00091	DB01118
DB01118	DB00091
DB01136	DB00091
DB00091	DB01136
DB00091	DB01138
DB01138	DB00091
DB00091	DB01167
DB01167	DB00091
DB00091	DB01172
DB01172	DB00091
DB00091	DB01174
DB01174	DB00091
DB01185	DB00091
DB00091	DB01185
DB01200	DB00091
DB00091	DB01200
DB01201	DB00091
DB00091	DB01201
DB00091	DB01204
DB01204	DB00091
DB01211	DB00091
DB00091	DB01211
DB01220	DB00091
DB00091	DB01220
DB01232	DB00091
DB00091	DB01232
DB00091	DB01233
DB01233	DB00091
DB00091	DB01234
DB01234	DB00091
DB00091	DB01238
DB01238	DB00091
DB01241	DB00091
DB00091	DB01241
DB01244	DB00091
DB00091	DB01244
DB00091	DB01254
DB01254	DB00091
DB01263	DB00091
DB00091	DB01263
DB00091	DB01264
DB01264	DB00091
DB01319	DB00091
DB00091	DB01319
DB01320	DB00091
DB00091	DB01320
DB00091	DB01323
DB01323	DB00091
DB00091	DB01337
DB01337	DB00091
DB01339	DB00091
DB00091	DB01339
DB01351	DB00091
DB00091	DB01351
DB01353	DB00091
DB00091	DB01353
DB01354	DB00091
DB00091	DB01354
DB00091	DB01355
DB01355	DB00091
DB00091	DB01369
DB01369	DB00091
DB00091	DB01393
DB01393	DB00091
DB01394	DB00091
DB00091	DB01394
DB00091	DB01406
DB01406	DB00091
DB00091	DB01590
DB01590	DB00091
DB00091	DB01597
DB01597	DB00091
DB01598	DB00091
DB00091	DB01598
DB01600	DB00091
DB00091	DB01600
DB01601	DB00091
DB00091	DB01601
DB01609	DB00091
DB00091	DB01609
DB00091	DB01656
DB01656	DB00091
DB00091	DB01764
DB01764	DB00091
DB02659	DB00091
DB00091	DB02659
DB00091	DB02703
DB02703	DB00091
DB00091	DB02901
DB02901	DB00091
DB03615	DB00091
DB00091	DB03615
DB03880	DB00091
DB00091	DB03880
DB00091	DB04855
DB04855	DB00091
DB04905	DB00091
DB00091	DB04905
DB00091	DB04908
DB04908	DB00091
DB00091	DB05521
DB05521	DB00091
DB00091	DB06207
DB06207	DB00091
DB00091	DB06268
DB06268	DB00091
DB00091	DB06273
DB06273	DB00091
DB00091	DB06287
DB06287	DB00091
DB00091	DB06290
DB06290	DB00091
DB00091	DB06403
DB06403	DB00091
DB00091	DB06412
DB06412	DB00091
DB00091	DB06413
DB06413	DB00091
DB06480	DB00091
DB00091	DB06480
DB00091	DB06589
DB06589	DB00091
DB00091	DB06616
DB06616	DB00091
DB06643	DB00091
DB00091	DB06643
DB00091	DB06663
DB06663	DB00091
DB00091	DB06688
DB06688	DB00091
DB00091	DB06695
DB06695	DB00091
DB06696	DB00091
DB00091	DB06696
DB06710	DB00091
DB00091	DB06710
DB00091	DB06717
DB06717	DB00091
DB06791	DB00091
DB00091	DB06791
DB08816	DB00091
DB00091	DB08816
DB08820	DB00091
DB00091	DB08820
DB08822	DB00091
DB00091	DB08822
DB00091	DB08827
DB08827	DB00091
DB00091	DB08860
DB08860	DB00091
DB00091	DB08865
DB08865	DB00091
DB00091	DB08870
DB08870	DB00091
DB00091	DB08873
DB08873	DB00091
DB08895	DB00091
DB00091	DB08895
DB00091	DB08899
DB08899	DB00091
DB08912	DB00091
DB00091	DB08912
DB08916	DB00091
DB00091	DB08916
DB00091	DB08933
DB08933	DB00091
DB00091	DB08976
DB08976	DB00091
DB00091	DB09026
DB09026	DB00091
DB09027	DB00091
DB00091	DB09027
DB09036	DB00091
DB00091	DB09036
DB00091	DB09046
DB09046	DB00091
DB09048	DB00091
DB00091	DB09048
DB00091	DB09049
DB09049	DB00091
DB09054	DB00091
DB00091	DB09054
DB09073	DB00091
DB00091	DB09073
DB00091	DB09075
DB09075	DB00091
DB09118	DB00091
DB00091	DB09118
DB09272	DB00091
DB00091	DB09272
DB00091	DB09279
DB09279	DB00091
DB00091	DB09545
DB09545	DB00091
DB00108	DB00098
DB00098	DB00108
DB00337	DB00098
DB00098	DB00337
DB00864	DB00098
DB00098	DB00864
DB01097	DB00098
DB00098	DB01097
DB00098	DB01656
DB01656	DB00098
DB00098	DB06643
DB06643	DB00098
DB06688	DB00098
